y
1.1050670574322954
1.4703147589597139
1.4777902938163425
2.254823598238392
2.190323297181902
2.279943262136427
2.5277582754831376
2.471564379291904
2.4914050348478307
3.035907967757755
3.374538756209529
3.6569301265865395
4.483847764620494
4.475846241613836
4.479414162686796
5.064868811542207
